name,playtimes,retention_rate1,retention_rate2,retention_rate3,retention_rate4
西游：万界书店,2012870,0.4690301656591142,0.29089528233575324,0.18148422156132807,0.036153006495299234
风逆天下|精品多播|玄幻修仙|逆天改命|剑天子作者|北极星剧社,1454009,0.4019858364195666,0.17436282592493474,0.113651078670891,0.10133060536213243
贫僧法海，佛门世尊,4531490,0.28934185862019396,0.183906789102705,0.09998613234809037,0.04687012889674682
纯阳丨多人有声剧丨“教主”荆柯守著丨起点大神力作|古典仙侠,1404,0.0,0.0,0.0,0.0
修真门派掌门路｜道君｜凡人修仙传｜永生｜仙逆｜多人,1801967,0.44182682949687485,0.18197375155897427,0.0,0.0
重生/之丹神回归/免费精品/好听,20880581,0.7328901067041107,0.636558766036274,0.576743067968545,0.5380956170833776
做太平犬也有错吗｜多人有声剧,689661,0.2610282683777192,0.09517456991799388,0.04204245985628468,0.012843124416872636
流浪仙人-修仙大佬降临魔法世界,528399,0.3090859077845334,0.24732753469225152,0.20577745738757625,0.1825718269513502
灵鼎,529217,0.0,0.0,0.0,0.0
我能穿越去修真丨循环穿越丨都市修真丨精品双播,2340810,0.251786960753163,0.05065286301510379,0.040766723125536336,0.03239671654561785
尊道丨奇幻修真丨乱世纷争丨妖兽横行丨人生谁伴·著,718600,0.3776007781806238,0.27019037633118154,0.2269925087482156,0.19554630553695726
八仙得道传（最完整的八仙神话）,997911,0.0,0.0,0.0,0.0
天帝之子江尘：免费有声小说,11505306,0.7388329044121239,0.6855528784619023,0.642600180948082,0.6250153884032993
仙剑奇侠/开局签到 我成了大反派,1229304,0.21924361051994454,0.10821819144251149,0.005976748171722497,0.0
不朽的凡人 | 免费 | 修仙 | 逆袭,214808,0.7498340854791611,0.8665051765330501,0.7769445181842315,0.7127024157154234
我在天庭当赘婿丨多人有声剧丨穿越仙侠修真系统丨三撇一捺制作,1283611,0.16835803780376246,0.04131955815645689,0.018085643270167796,0.012452605939226107
天玄至尊|玄幻|武魂再现、重创巅峰|九色音域,655586,0.35711222764306577,0.15060775477290442,0.10308502633559068,0.07777427175956267
仙遁,12594024,0.37404700252384543,0.21007785848816365,0.0033815998809935024,0.0
一仙难求,6054554,0.5101724328914817,0.44103822685346306,0.37295909108406705,0.05375005597450234
穿书修仙之紫气东来,1514401,0.35018964690189897,0.0,0.0,0.0
仙尘|关彦之领衔|仙侠玄幻,966911,0.15958016977984546,0.067974992221051,0.045782713050677624,0.015904695195419535
【燃番啦】至尊神脉|玄幻经典|热血爆爽,1742923,0.49553131094094705,0.4059278835656148,0.3801246865894152,0.3682094373291771
九天玄尊丨天尊归来丨免费有声小说,8802814,0.4313069558731601,0.3246054016297588,0.2865834231994954,0.2594707788679371
万古独尊 | 妖天丨豆瓣9.5分 | 全免费,3657565,0.6434338079369888,0.5135893163687771,0.4320344844996466,0.36745178228819547
道门生|仙侠|修真文明|爽文|AI专辑,354126,0.2873499594331253,0.20148467178744475,0.16575549169326892,0.13012488531327485
【真人】我设计的妖魔世界|诡秘修仙|道诡异仙|克系,1188,0.0,0.0,0.0,0.0
少年药王,817063,0.46209534998150065,0.3362690762899024,0.2516220329479614,0.20209329025712225
《执魔》上,3005338,0.4093367408931887,0.10567183262555377,0.0,0.0
盗天仙途|异士奇人|仙侠|古风|权谋|多人有声剧,178098,0.7138425950265496,0.553270069922717,0.05647705167972241,0.014575994952946742
【免费】我被迫掌控修仙界|穿越|修仙|重生|系统|王者归来|AI多播,2531,0.0,0.0,0.0,0.0
剑灵同居日记|国王陛下《从前有座灵剑山》正统续作,417909,0.30080616149393336,0.22514062857703504,0.10639941786309971,0.0
大道无边|陈小川 多人有声剧,848455,0.19729329486992922,0.08461321166571079,0.05497812893229813,0.038251684200614616
六界封神第三界：冥界【精品多人有声剧】,416783,0.7081456402605227,0.0,0.0,0.0
表打扰我成仙,3597867,0.6442887415761295,0.04737679273928541,0.0,0.0
神医小道士（免费，玄幻，异能，都市）,2035939,0.3818250523178084,0.29041322916446877,0.22347041142609425,0.05644760642430078
仙人俗世生活录,7715304,0.48864943899687363,0.34685877539107446,0.2572515056437083,0.07216397344005208
剑神降世|免费有声小说|修仙,9482274,0.8397292719123357,0.8356443658276994,0.8880061161162661,0.8703848056484133
西游，我在地府签到五百年|仙侠|神话|修真|爽文|AI专辑,511002,0.19559412043142485,0.08041755365599917,0.01745038133158509,0.0
重生西游之万界妖尊（下部）,806058,0.608490099246949,0.23526538742701725,0.17625989995498934,0.152391471593793
仙道长青,4519252,1.116053479067044,1.3259165284148207,1.562174294915585,1.7671643733125142
